Video ID,Title,Description,URL,Published At,View Count
PPIOcJRX5GY,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI VI KOTA CERDAS HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI VI KOTA CERDAS (SMART CITY) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=PPIOcJRX5GY,2024-09-24T11:56:53Z,864
GkpGJQqLv-c,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI III PENAMBANGAN DATA HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI III PENAMBANGAN DATA (DATA MINING) HARI KE-2
📅 Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=GkpGJQqLv-c,2024-09-24T11:53:29Z,1219
3kv67C_TGKw,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI VII KARYA TULIS ILMIAH TIK HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI VII KARYA TULIS ILMIAH TIK (ICT SCIENTIFIC PAPER) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=3kv67C_TGKw,2024-09-24T11:50:28Z,831
U_SNiThzq1k,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI IV DESAIN PENGALAMAN PENGGUNA HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI IV DESAIN PENGALAMAN PENGGUNA (UX DESIGN) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=U_SNiThzq1k,2024-09-24T11:48:21Z,945
GEdPVGYBMbg,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI XI PENGEMBANGAN BISNIS TIK HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI XI PENGEMBANGAN BISNIS TIK (ICT BUSINESS DEVELOPMENT) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=GEdPVGYBMbg,2024-09-24T11:47:21Z,209
ITbffcw3mLI,"🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI IX PIRANTI CERDAS, SISTEM BENAM & IOT HARI KE-2","Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI IX PIRANTI CERDAS, SISTEM BENAM & IOT (SMART DEVICE, EMBEDDED SYSTEM & IOT) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=ITbffcw3mLI,2024-09-24T11:47:28Z,880
JuRvLyMBvuU,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI VIII PENGEMBANGAN PERANGKAT LUNAK HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI VIII PENGEMBANGAN PERANGKAT LUNAK (SOFTWARE DEVELOPMENT) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=JuRvLyMBvuU,2024-09-24T11:46:45Z,795
FrxIQI2NJFs,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI XI PENGEMBANGAN BISNIS TIK HARI KE-1,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI XI PENGEMBANGAN BISNIS TIK (ICT BUSINESS DEVELOPMENT) HARI KE-1
📅  Senin, 23 September 2024 | 13.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=FrxIQI2NJFs,2024-09-24T11:39:10Z,247
7alyLkOmjbA,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI V ANIMASI HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI V ANIMASI (ANIMATION) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=7alyLkOmjbA,2024-09-24T09:23:42Z,1074
jv92EbYjCaI,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI X PENGEMBANGAN APLIKASI PERMAINAN HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI X PENGEMBANGAN APLIKASI PERMAINAN (GAME DEVELOPMENT) HARI KE-2
📅  Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=jv92EbYjCaI,2024-09-24T09:21:13Z,279
jah7yW1dYqA,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI II KEAMANAN SIBER HARI KE-2,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI II KEAMANAN SIBER (CYBER SECURITY) HARI KE-2
📅 Selasa, 24 September 2024 | 08.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=jah7yW1dYqA,2024-09-24T09:19:39Z,616
tNnBjyy18Cg,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI X PENGEMBANGAN APLIKASI PERMAINAN HARI KE-1,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI X PENGEMBANGAN APLIKASI PERMAINAN (GAME DEVELOPMENT) HARI KE-1
📅  Senin, 23 September 2024 | 13.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=tNnBjyy18Cg,2024-09-24T09:00:49Z,207
n_oQwxgiqLk,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI I PEMROGRAMAN,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI I PEMROGRAMAN (PROGRAMMING) HARI KE-1
📅  Selasa, 24 September 2024 | 08.00 - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=n_oQwxgiqLk,2024-09-24T07:09:55Z,1363
sAXPcxfG-o8,🔴 [ LIVE ] OPENING CEREMONY GEMASTIK XVII 2024 | UNIVERSITAS NEGERI SEMARANG,"Pembukaan Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

📅  Senin 23 September 2024 | 08.00 WIB
🏛️ Auditorium Prof Wuryanto Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=sAXPcxfG-o8,2024-09-23T15:34:26Z,2478
Cpt60XreYIo,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI III PENAMBANGAN DATA HARI KE-1,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI III PENAMBANGAN DATA (DATA MINING) HARI KE-1
📅  Senin, 23 September 2024 | 13.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=Cpt60XreYIo,2024-09-23T13:07:05Z,648
N5dNMZ7h8-U,🔴 [ LIVE ] GEMASTIK XVII 2024 - DIVISI II KEAMANAN SIBER HARI KE-1,"Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (Gemastik) XVII 2024 ""TIK untuk Peningkatan Pelayanan Publik Menuju Masyarakat Indonesia yang Sejahtera""

LOMBA DIVISI II KEAMANAN SIBER (CYBER SECURITY) HARI KE-1
📅  Senin, 23 September 2024 | 13.00 WIB - selesai
🏛️ Universitas Negeri Semarang

Informasi Pendaftaran Mahasiswa Baru
• https://unnes.ac.id/admission

Informasi Gemastik XVII 2024
• https://gemastik.kemdikbud.go.id/

#gemastik #unnes #kemendikbud #puspresnas 

Website: https://tv.unnes.ac.id
Spotify: https://spoti.fi/2Bn0RYl
Instagram: https://www.instagram.com/unnestv/ 

Silakan dibagikan ke seluruh media sosial anda (Whatsapp, Facebook, Twitter, Instagram, dll).

Informasi seputar UNNES TV, saran, kritik dan sanggahan bisa dilayangkan via email ke podcast@mail.unnes.ac.id",https://www.youtube.com/watch?v=N5dNMZ7h8-U,2024-09-23T13:05:43Z,903
